,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
787,female,0,yes,no,34,yes,yes,dsl,yes,no,no,yes,no,no,month,yes,bank transfer,60.85,2003.6,no
788,female,0,yes,yes,24,yes,yes,dsl,yes,yes,no,no,yes,yes,one year,no,electronic,78.4,1832.4,no
789,male,0,no,no,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,bank transfer,69.65,4908.25,no
790,female,0,yes,yes,60,no,no,dsl,yes,no,yes,yes,yes,yes,two year,no,credit card,59.85,3590.2,no
791,male,0,no,no,68,yes,yes,dsl,yes,yes,yes,no,no,yes,one year,yes,credit card,76.9,5023.0,no
792,female,0,yes,yes,8,yes,no,no,no,no,no,no,no,no,two year,yes,mailed,19.85,146.6,no
793,female,0,no,yes,34,yes,no,dsl,yes,no,yes,yes,yes,no,two year,no,credit card,67.65,2339.3,no
794,female,0,no,no,6,no,no,dsl,no,no,no,no,yes,yes,month,no,credit card,45.0,298.7,no
795,male,0,yes,no,2,yes,no,dsl,no,yes,no,yes,no,yes,month,yes,mailed,64.2,143.65,no
796,male,0,no,no,31,yes,yes,fiber optic,no,no,no,yes,no,no,one year,no,credit card,81.7,2548.65,no
797,female,0,yes,yes,20,yes,yes,no,no,no,no,no,no,no,month,yes,bank transfer,25.55,507.4,no
798,female,0,yes,yes,1,yes,no,no,no,no,no,no,no,no,month,no,electronic,20.0,20.0,no
799,male,0,no,no,62,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic,96.75,6125.4,yes
800,female,1,yes,no,70,yes,yes,fiber optic,no,no,no,no,no,no,two year,yes,credit card,75.65,5411.4,no
801,female,0,no,no,10,yes,yes,fiber optic,no,no,no,yes,yes,yes,month,yes,electronic,98.5,1058.25,yes
802,male,0,yes,yes,39,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed,23.8,903.8,no
803,female,0,yes,no,46,yes,no,dsl,no,yes,no,yes,yes,no,two year,yes,credit card,64.2,3009.5,no
804,male,0,no,no,6,yes,no,fiber optic,no,yes,no,no,yes,no,month,yes,electronic,85.35,489.45,yes
805,female,0,yes,yes,72,yes,yes,dsl,no,no,yes,no,yes,yes,two year,yes,bank transfer,76.8,5468.45,no
806,male,0,no,no,18,yes,no,dsl,no,no,yes,yes,no,no,month,no,credit card,55.2,1058.1,no
807,male,0,yes,no,71,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card,108.55,7616.0,no
808,male,0,yes,no,40,yes,yes,fiber optic,no,yes,no,no,yes,yes,month,yes,electronic,101.3,4113.1,yes
809,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,69.55,69.55,yes
810,male,0,no,no,58,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer,103.25,6017.65,yes
811,male,0,no,no,70,yes,yes,fiber optic,yes,no,no,yes,yes,yes,two year,yes,credit card,104.0,7250.15,yes
812,female,0,yes,no,42,yes,yes,no,no,no,no,no,no,no,two year,no,electronic,25.25,1108.2,no
813,male,0,yes,yes,34,no,no,dsl,yes,no,no,no,no,no,one year,no,bank transfer,30.4,938.65,no
814,male,1,no,no,5,yes,no,no,no,no,no,no,no,no,month,no,bank transfer,20.05,94.15,no
815,female,0,no,no,25,yes,yes,fiber optic,no,no,no,no,yes,no,month,yes,mailed,84.6,2088.05,no
816,female,0,no,no,2,yes,no,fiber optic,no,no,yes,no,no,yes,month,yes,mailed,86.2,178.7,yes
817,female,0,yes,yes,55,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer,103.7,5656.75,no
818,male,0,yes,no,21,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month,yes,electronic,111.2,2317.1,yes
819,male,0,yes,no,70,yes,yes,fiber optic,yes,yes,no,yes,no,no,two year,yes,credit card,88.0,5986.45,no
820,female,0,yes,no,61,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month,yes,electronic,106.35,6751.35,no
821,male,0,yes,yes,43,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card,79.15,3566.6,no
822,male,0,no,no,47,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic,103.1,4889.3,no
823,male,0,no,no,5,yes,no,dsl,no,no,yes,yes,yes,no,month,yes,credit card,63.95,318.1,no
824,female,0,no,no,62,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card,25.8,1563.95,no
825,female,0,yes,yes,16,yes,no,fiber optic,no,yes,yes,no,yes,no,month,yes,credit card,89.45,1430.25,yes
826,male,1,yes,no,7,yes,yes,fiber optic,no,no,no,no,yes,yes,month,yes,bank transfer,95.6,644.35,yes
827,female,0,yes,yes,14,yes,yes,no,no,no,no,no,no,no,month,no,mailed,25.55,372.45,no
828,male,0,yes,yes,60,yes,no,fiber optic,no,yes,yes,no,yes,no,one year,no,electronic,90.95,5453.4,yes
829,male,0,yes,yes,34,no,no,dsl,no,no,yes,yes,yes,no,month,yes,electronic,44.85,1442.6,no
830,female,0,yes,no,50,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,no,electronic,108.55,5610.7,yes
831,male,0,yes,yes,38,yes,yes,no,no,no,no,no,no,no,two year,no,credit card,25.05,963.95,no
832,female,0,yes,yes,70,yes,no,dsl,yes,yes,yes,yes,no,yes,one year,no,credit card,74.1,5222.3,no
833,female,0,yes,yes,37,yes,yes,fiber optic,no,yes,no,no,yes,no,month,yes,electronic,88.8,3340.55,no
834,female,1,no,no,4,yes,no,fiber optic,no,no,no,no,yes,no,month,yes,electronic,78.85,292.8,yes
835,male,1,yes,yes,60,yes,yes,fiber optic,yes,yes,no,no,no,yes,month,yes,electronic,93.25,5774.55,no
836,male,0,yes,yes,62,yes,no,dsl,yes,no,yes,yes,no,yes,one year,no,credit card,71.4,4487.3,no
837,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month,no,mailed,44.4,44.4,yes
838,male,0,no,no,36,yes,no,dsl,yes,no,yes,yes,yes,yes,month,yes,credit card,79.2,2854.95,no
839,male,0,no,no,44,yes,no,no,no,no,no,no,no,no,two year,no,credit card,20.4,905.55,no
840,female,1,no,no,55,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic,100.0,5509.3,yes
841,female,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,credit card,105.0,7589.8,no
842,female,0,yes,yes,12,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,19.8,229.6,yes
843,female,0,no,no,13,no,no,dsl,yes,no,no,no,no,no,month,yes,bank transfer,30.85,394.1,no
844,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,89.9,89.9,yes
845,female,0,yes,yes,15,yes,no,no,no,no,no,no,no,no,one year,no,mailed,20.55,295.95,no
846,female,0,no,no,65,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,84.85,5459.2,no
847,female,0,yes,yes,12,no,no,dsl,yes,no,no,yes,no,no,one year,no,credit card,33.15,444.75,no
848,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card,92.0,6782.15,no
849,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card,89.8,6510.45,no
850,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,115.8,8476.5,no
851,male,0,no,yes,52,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,yes,mailed,85.15,4461.85,no
852,male,0,no,no,2,yes,yes,no,no,no,no,no,no,no,month,no,mailed,24.85,62.0,no
853,female,0,no,no,5,yes,no,dsl,yes,no,no,yes,yes,no,month,yes,electronic,64.35,352.65,no
854,female,0,no,no,68,yes,no,no,no,no,no,no,no,no,two year,no,credit card,20.5,1424.9,no
855,female,0,no,yes,62,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic,100.15,6413.65,yes
856,male,0,no,no,72,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,no,credit card,86.05,6309.65,no
857,male,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month,no,electronic,50.8,50.8,yes
858,female,0,yes,no,66,yes,yes,fiber optic,yes,yes,no,yes,no,no,one year,no,electronic,89.0,5898.6,no
859,male,0,yes,yes,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card,64.8,4719.75,no
860,male,0,no,no,26,yes,no,no,no,no,no,no,no,no,one year,no,credit card,19.8,457.3,no
861,male,0,yes,yes,64,yes,yes,fiber optic,yes,no,yes,no,no,yes,two year,no,bank transfer,93.4,5822.3,no
862,male,1,yes,no,20,yes,no,fiber optic,no,yes,no,no,no,no,month,yes,electronic,73.65,1463.5,yes
863,female,0,no,no,3,yes,no,fiber optic,no,yes,no,no,yes,yes,month,yes,electronic,95.1,307.4,yes
864,male,0,no,no,22,yes,yes,fiber optic,no,no,no,no,yes,yes,month,yes,credit card,94.65,2104.55,yes
865,male,0,yes,no,4,yes,no,fiber optic,no,no,yes,yes,no,no,month,yes,mailed,80.6,319.15,yes
866,male,0,yes,no,62,no,no,dsl,no,no,no,yes,yes,no,two year,yes,bank transfer,39.0,2337.45,no
867,female,0,no,no,5,yes,no,no,no,no,no,no,no,no,month,yes,mailed,20.5,104.3,no
868,male,0,yes,no,59,yes,yes,fiber optic,no,no,no,no,no,yes,one year,no,electronic,85.55,5084.65,yes
869,male,0,no,yes,3,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed,26.4,121.25,no
870,female,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,yes,yes,no,two year,yes,bank transfer,98.2,7015.9,no
871,male,0,yes,yes,57,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card,97.55,5598.0,no
872,male,0,no,yes,66,yes,no,no,no,no,no,no,no,no,two year,no,credit card,19.95,1269.1,no
873,female,0,no,no,60,no,no,dsl,no,yes,no,no,yes,yes,month,yes,electronic,50.8,3027.4,yes
874,male,0,no,yes,45,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,bank transfer,99.7,4634.35,no
875,female,0,no,no,3,no,no,dsl,no,no,no,no,yes,no,month,yes,credit card,34.8,113.95,no
876,female,0,no,no,15,yes,no,fiber optic,yes,no,yes,yes,yes,yes,month,no,electronic,105.1,1582.75,yes
877,female,0,no,yes,51,no,no,dsl,yes,no,yes,yes,yes,yes,one year,no,bank transfer,60.15,3077.0,no
878,female,0,no,no,60,yes,yes,dsl,yes,no,yes,yes,no,no,one year,no,electronic,64.75,4039.5,no
879,male,0,no,no,33,yes,yes,dsl,no,yes,no,no,no,no,month,yes,bank transfer,54.65,1665.2,no
880,male,0,no,no,10,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,month,yes,electronic,110.1,1043.3,yes
881,male,1,no,no,26,yes,no,no,no,no,no,no,no,no,one year,no,credit card,19.3,504.2,no
882,female,0,no,no,6,yes,no,fiber optic,no,no,yes,no,no,yes,month,no,electronic,83.9,497.55,yes
883,female,0,yes,no,67,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,electronic,111.25,7511.65,no
884,female,0,yes,yes,49,no,no,dsl,yes,no,no,yes,no,no,one year,yes,credit card,35.8,1782.0,no
885,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,yes,mailed,20.05,20.05,no
886,female,1,no,no,7,yes,no,fiber optic,no,no,yes,no,yes,no,month,yes,electronic,84.35,609.65,no
887,female,1,no,no,27,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,bank transfer,110.5,2857.6,no
888,male,0,yes,yes,37,yes,no,fiber optic,no,no,no,no,yes,yes,one year,no,credit card,91.2,3247.55,no
889,female,0,yes,yes,63,yes,yes,fiber optic,yes,yes,yes,no,yes,no,month,yes,electronic,100.55,6215.35,yes
890,male,0,yes,yes,31,yes,yes,fiber optic,yes,no,yes,yes,no,no,month,no,electronic,89.3,2823.0,no
891,male,0,yes,yes,50,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month,yes,bank transfer,103.85,5017.9,yes
892,male,1,no,no,32,yes,yes,fiber optic,no,no,yes,no,no,no,month,yes,credit card,81.1,2619.25,no
893,female,0,no,no,1,no,no,dsl,no,no,no,no,no,no,month,no,electronic,24.6,24.6,yes
894,female,0,yes,no,63,yes,yes,fiber optic,no,no,no,yes,no,no,one year,yes,credit card,81.2,4965.1,no
895,male,0,no,no,30,yes,yes,fiber optic,yes,yes,no,no,no,yes,month,yes,credit card,94.3,2679.7,no
896,male,0,yes,no,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,116.1,8310.55,no
897,female,0,no,no,53,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,no,electronic,105.55,5682.25,no
898,female,0,no,no,12,yes,no,fiber optic,yes,no,no,yes,yes,yes,month,yes,bank transfer,98.9,1120.95,yes
899,male,0,yes,no,50,yes,yes,fiber optic,yes,yes,no,no,no,yes,month,yes,credit card,94.4,4914.9,no
900,female,0,no,no,2,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.5,27.55,no
901,female,0,no,no,9,yes,yes,fiber optic,no,no,yes,no,yes,yes,month,no,credit card,98.3,923.5,yes
902,male,0,no,no,17,yes,no,fiber optic,yes,no,no,no,yes,yes,month,no,electronic,93.85,1625.65,yes
903,female,0,yes,no,56,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card,105.6,6068.65,no
904,male,0,yes,yes,67,yes,no,dsl,yes,yes,yes,no,yes,yes,two year,no,credit card,81.35,5398.6,no
905,male,1,no,no,9,yes,yes,fiber optic,no,no,yes,no,yes,yes,month,yes,electronic,100.5,918.6,yes
906,male,0,no,no,4,yes,no,dsl,no,no,no,no,yes,no,month,yes,electronic,56.4,234.85,no
907,male,0,no,no,19,yes,no,dsl,no,yes,no,yes,no,yes,one year,yes,bank transfer,65.35,1231.85,no
908,female,0,no,yes,8,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.95,170.9,no
909,female,0,no,no,71,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic,111.25,7984.15,no
910,male,1,no,no,10,yes,no,fiber optic,no,yes,no,no,no,no,month,yes,electronic,72.85,688.65,yes
911,female,1,no,no,15,yes,yes,fiber optic,no,yes,no,no,yes,no,month,no,credit card,89.0,1288.3,no
912,male,0,yes,yes,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,bank transfer,106.1,7848.5,no
913,male,0,no,no,12,yes,no,no,no,no,no,no,no,no,one year,no,credit card,20.05,267.0,no
914,male,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer,25.2,1798.9,no
915,male,1,yes,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,73.55,73.55,yes
916,female,1,no,no,23,yes,no,fiber optic,yes,no,no,no,no,no,month,yes,bank transfer,75.4,1643.55,no
917,male,0,no,no,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,65.55,4807.45,no
918,female,0,no,no,26,yes,yes,fiber optic,no,no,yes,no,no,no,month,yes,electronic,80.7,2193.0,no
919,female,0,no,no,21,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,mailed,104.55,2239.4,no
920,male,0,yes,no,60,yes,yes,no,no,no,no,no,no,no,one year,no,bank transfer,24.15,1505.9,no
921,male,0,no,no,12,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.45,255.35,no
922,male,0,yes,no,16,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,75.4,1189.4,no
923,female,0,yes,no,63,yes,yes,dsl,yes,yes,no,no,yes,yes,one year,yes,credit card,79.7,4786.15,no
924,female,1,no,no,22,yes,no,fiber optic,yes,yes,no,no,no,no,month,no,electronic,81.7,1820.9,no
925,female,0,yes,yes,32,yes,no,dsl,yes,yes,yes,yes,no,yes,month,no,bank transfer,76.3,2404.15,no
926,female,1,no,no,3,yes,yes,fiber optic,no,yes,no,no,no,no,month,yes,electronic,79.4,205.05,yes
927,female,0,no,no,13,yes,no,fiber optic,no,yes,yes,no,no,no,month,yes,electronic,81.15,952.3,yes
928,female,0,yes,yes,68,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,yes,credit card,103.75,7039.45,no
929,female,0,yes,yes,30,yes,no,fiber optic,no,no,yes,no,no,yes,one year,no,electronic,86.45,2538.05,no
930,female,0,no,no,16,yes,no,fiber optic,no,yes,no,no,no,no,month,no,bank transfer,75.1,1212.85,no
931,male,0,no,no,33,yes,no,fiber optic,no,yes,no,yes,no,no,two year,no,bank transfer,80.6,2651.1,no
932,male,0,yes,no,72,yes,no,no,no,no,no,no,no,no,two year,no,credit card,19.3,1304.8,no
933,female,1,no,no,4,yes,yes,fiber optic,no,no,no,no,no,yes,month,yes,electronic,84.6,360.1,yes
934,female,0,no,no,12,no,no,dsl,yes,no,no,yes,no,no,one year,yes,mailed,33.6,435.45,no
935,female,1,yes,no,4,yes,yes,fiber optic,no,no,no,no,yes,no,month,yes,electronic,83.25,308.05,no
936,female,0,yes,yes,0,yes,no,dsl,yes,yes,yes,no,yes,yes,two year,no,mailed,80.85,2283.3005,no
937,female,0,no,no,6,yes,yes,fiber optic,yes,no,no,no,no,no,month,yes,electronic,79.05,434.5,yes
938,female,0,yes,no,65,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,credit card,108.05,7118.9,no
939,female,0,no,no,15,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.9,320.45,no
940,female,0,no,yes,24,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,21.05,531.55,no
941,female,0,no,yes,13,no,no,dsl,no,yes,no,no,no,no,month,no,electronic,30.15,382.2,no
942,male,0,no,no,24,yes,no,fiber optic,no,no,no,no,no,yes,month,yes,credit card,79.85,2001.0,no
943,female,0,yes,no,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer,65.5,4919.7,no
944,female,0,yes,yes,54,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month,yes,bank transfer,104.1,5645.8,no
945,female,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month,no,bank transfer,74.4,215.8,yes
946,male,0,yes,yes,4,yes,no,no,no,no,no,no,no,no,month,yes,mailed,20.5,77.6,no
947,female,1,yes,yes,32,yes,yes,fiber optic,no,no,yes,no,yes,no,month,yes,mailed,91.35,2896.55,no
948,male,1,no,no,35,yes,yes,fiber optic,no,no,yes,no,yes,yes,month,yes,electronic,99.05,3395.8,yes
949,male,0,yes,yes,35,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer,20.5,759.35,no
950,male,1,no,no,2,yes,no,dsl,no,no,no,no,no,no,month,no,mailed,44.95,85.15,yes
951,female,0,no,no,8,yes,no,fiber optic,no,yes,no,no,no,no,month,no,electronic,75.6,535.55,no
952,male,0,no,no,22,yes,no,dsl,yes,no,no,yes,no,no,month,no,mailed,55.1,1253.15,no
953,female,0,no,no,15,yes,no,dsl,yes,no,yes,yes,no,no,month,no,electronic,58.95,955.15,no
954,male,0,no,no,22,yes,yes,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,95.1,2162.6,no
955,male,0,yes,no,1,yes,no,dsl,no,no,no,no,no,no,month,no,credit card,44.7,44.7,yes
956,female,0,yes,yes,71,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer,25.45,1813.35,no
957,male,0,no,no,4,yes,no,dsl,yes,no,yes,no,no,no,month,no,electronic,56.75,245.15,no
958,male,0,no,no,25,yes,yes,dsl,yes,yes,yes,yes,no,yes,month,no,bank transfer,81.75,2028.8,no
959,female,0,yes,yes,32,yes,no,fiber optic,no,yes,no,no,yes,no,month,yes,electronic,86.1,2723.75,no
960,male,1,yes,no,7,no,no,dsl,yes,no,no,no,no,no,month,no,bank transfer,29.8,220.45,no
961,male,0,no,no,17,yes,no,no,no,no,no,no,no,no,one year,yes,mailed,20.5,365.8,no
962,male,1,yes,no,8,yes,no,dsl,yes,no,no,no,yes,no,month,no,bank transfer,60.9,551.95,no
963,female,1,no,no,56,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,bank transfer,73.25,4054.2,no
964,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month,yes,mailed,45.7,45.7,yes
965,male,1,no,no,8,yes,no,fiber optic,yes,no,no,yes,yes,yes,month,no,credit card,100.3,832.35,yes
966,male,0,no,no,7,yes,no,no,no,no,no,no,no,no,month,no,electronic,19.25,112.3,yes
967,male,0,no,yes,3,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.85,60.65,no
968,female,0,no,no,71,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card,77.35,5550.1,no
969,female,0,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,96.0,174.8,yes
970,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month,no,electronic,90.55,90.55,yes
971,male,0,yes,no,49,yes,yes,fiber optic,yes,yes,no,no,yes,no,month,yes,bank transfer,93.85,4733.1,no
972,male,0,no,no,58,yes,no,dsl,no,yes,yes,yes,yes,no,two year,no,bank transfer,70.1,4048.95,no
973,male,1,yes,no,44,no,no,dsl,no,yes,no,no,no,no,month,yes,electronic,30.35,1359.7,yes
974,female,0,yes,yes,59,yes,no,dsl,no,yes,no,yes,yes,yes,two year,yes,credit card,75.95,4542.35,no
975,male,0,no,no,71,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic,108.05,7532.15,yes
976,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,69.9,69.9,yes
977,female,0,no,no,11,yes,yes,fiber optic,no,no,no,no,no,no,month,no,electronic,75.25,888.65,no
978,male,1,yes,no,62,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic,103.75,6383.35,yes
979,female,0,yes,yes,35,yes,no,dsl,yes,no,no,yes,no,no,one year,yes,bank transfer,54.95,1916.0,no
980,female,0,no,no,20,yes,no,no,no,no,no,no,no,no,month,yes,bank transfer,19.5,413.0,no
981,male,0,yes,yes,40,yes,no,no,no,no,no,no,no,no,two year,no,mailed,19.6,808.95,no
982,female,0,no,no,39,yes,no,dsl,yes,no,no,no,no,no,one year,yes,electronic,47.85,1886.4,no
983,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,yes,month,yes,electronic,86.6,86.6,yes
984,female,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer,23.75,1679.25,no
985,female,1,yes,no,33,yes,yes,fiber optic,no,yes,no,no,no,no,month,yes,bank transfer,80.6,2656.5,yes
986,female,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month,no,bank transfer,43.8,540.95,no
987,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,bank transfer,19.75,19.75,no
988,male,0,no,yes,27,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.15,537.35,no
989,male,0,yes,yes,34,yes,no,no,no,no,no,no,no,no,one year,no,credit card,19.6,678.8,no
990,female,0,yes,no,56,yes,no,fiber optic,yes,no,yes,no,no,no,two year,no,bank transfer,80.3,4513.65,no
991,female,0,no,no,58,yes,yes,no,no,no,no,no,no,no,two year,no,credit card,24.35,1423.85,no
992,female,0,yes,yes,22,yes,yes,no,no,no,no,no,no,no,two year,no,credit card,25.25,555.4,no
993,female,0,yes,yes,10,yes,yes,no,no,no,no,no,no,no,two year,no,credit card,26.1,225.55,no
994,male,0,no,no,13,yes,no,no,no,no,no,no,no,no,two year,no,credit card,20.0,268.45,no
995,female,0,no,no,35,yes,yes,fiber optic,no,yes,no,yes,no,no,month,no,credit card,85.3,2917.5,yes
996,female,0,no,no,34,yes,no,fiber optic,no,no,no,no,no,no,month,yes,credit card,70.0,2416.1,yes
997,female,1,no,no,4,yes,yes,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,94.3,424.45,yes
998,male,0,yes,no,72,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer,20.7,1492.1,no
999,male,0,no,no,2,yes,no,dsl,no,no,no,yes,yes,yes,month,no,electronic,70.3,132.4,no
1000,female,0,no,no,7,yes,no,fiber optic,no,no,yes,no,yes,yes,month,yes,electronic,95.35,660.9,yes
1001,male,1,yes,no,27,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,75.5,1893.95,yes
1002,male,0,yes,yes,4,yes,no,fiber optic,no,no,no,no,no,no,month,yes,mailed,69.55,284.9,no
1003,female,0,no,no,37,yes,no,no,no,no,no,no,no,no,two year,no,mailed,19.85,784.25,no
1004,male,0,no,no,21,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.0,417.7,no
1005,female,1,yes,no,53,yes,yes,fiber optic,no,no,no,no,yes,yes,one year,yes,credit card,95.85,5016.25,no
1006,female,0,no,no,18,yes,yes,fiber optic,no,no,no,yes,no,yes,month,yes,electronic,90.1,1612.75,yes
1007,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month,no,electronic,68.95,119.75,yes
1008,male,0,yes,yes,32,yes,yes,fiber optic,yes,no,no,no,yes,yes,month,yes,credit card,99.55,3204.65,yes
1009,male,1,yes,no,23,yes,no,no,no,no,no,no,no,no,one year,yes,electronic,20.75,485.2,no
1010,male,0,no,no,3,yes,no,dsl,yes,no,no,no,no,no,month,yes,mailed,50.15,160.85,no
1011,female,0,yes,yes,71,no,no,dsl,yes,yes,no,yes,yes,yes,two year,no,mailed,58.65,4145.25,no
1012,male,0,no,no,9,yes,no,fiber optic,no,no,no,yes,yes,yes,month,yes,bank transfer,95.9,827.45,no
1013,female,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month,no,electronic,49.5,49.5,no
1014,male,0,yes,yes,18,yes,no,dsl,no,no,yes,no,no,yes,month,no,electronic,57.45,990.85,yes
1015,male,0,yes,yes,12,yes,no,dsl,no,no,no,no,no,yes,one year,no,credit card,53.65,696.35,yes
1016,male,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed,80.1,5585.4,no
1017,female,0,no,no,64,yes,yes,no,no,no,no,no,no,no,one year,yes,bank transfer,24.4,1601.2,no
1018,male,0,no,no,4,no,no,dsl,no,no,no,yes,no,yes,month,yes,electronic,40.05,162.45,no
1019,female,0,no,no,23,yes,no,no,no,no,no,no,no,no,month,yes,mailed,19.5,470.2,no
1020,female,0,yes,yes,39,yes,no,dsl,yes,no,no,no,no,no,month,no,credit card,51.05,2066.0,no
1021,male,0,yes,no,28,yes,no,dsl,yes,no,no,yes,no,no,one year,no,mailed,54.35,1426.45,no
